LAMMPS Description

     9440  atoms
     0  bonds
     0  angles
     0  dihedrals
     0  impropers

     2  atom types

  0 119.9270178066644 xlo xhi
  0 28.849956672411142 ylo yhi
  -1.0 79.0 zlo zhi

Masses

1 39.94  # type1
2 196.67  # au

Atoms  # atomic

1 1 5.0 1.0 20.0
2 1 7.628 3.628 20.0
3 1 5.0 3.628 22.628
4 1 7.628 1.0 22.628
5 1 5.0 1.0 25.0
6 1 7.628 3.628 25.0
7 1 5.0 3.628 27.628
8 1 7.628 1.0 27.628
9 1 5.0 1.0 30.0
10 1 7.628 3.628 30.0
11 1 5.0 3.628 32.628
12 1 7.628 1.0 32.628
13 1 5.0 1.0 35.0
14 1 7.628 3.628 35.0
15 1 5.0 3.628 37.628
16 1 7.628 1.0 37.628
17 1 5.0 1.0 40.0
18 1 7.628 3.628 40.0
19 1 5.0 3.628 42.628
20 1 7.628 1.0 42.628
21 1 5.0 1.0 45.0
22 1 7.628 3.628 45.0
23 1 5.0 3.628 47.628
24 1 7.628 1.0 47.628
25 1 5.0 1.0 50.0
26 1 7.628 3.628 50.0
27 1 5.0 3.628 52.628
28 1 7.628 1.0 52.628
29 1 5.0 1.0 55.0
30 1 7.628 3.628 55.0
31 1 5.0 3.628 57.628
32 1 7.628 1.0 57.628
33 1 5.0 6.0 20.0
34 1 7.628 8.628 20.0
35 1 5.0 8.628 22.628
36 1 7.628 6.0 22.628
37 1 5.0 6.0 25.0
38 1 7.628 8.628 25.0
39 1 5.0 8.628 27.628
40 1 7.628 6.0 27.628
41 1 5.0 6.0 30.0
42 1 7.628 8.628 30.0
43 1 5.0 8.628 32.628
44 1 7.628 6.0 32.628
45 1 5.0 6.0 35.0
46 1 7.628 8.628 35.0
47 1 5.0 8.628 37.628
48 1 7.628 6.0 37.628
49 1 5.0 6.0 40.0
50 1 7.628 8.628 40.0
51 1 5.0 8.628 42.628
52 1 7.628 6.0 42.628
53 1 5.0 6.0 45.0
54 1 7.628 8.628 45.0
55 1 5.0 8.628 47.628
56 1 7.628 6.0 47.628
57 1 5.0 6.0 50.0
58 1 7.628 8.628 50.0
59 1 5.0 8.628 52.628
60 1 7.628 6.0 52.628
61 1 5.0 6.0 55.0
62 1 7.628 8.628 55.0
63 1 5.0 8.628 57.628
64 1 7.628 6.0 57.628
65 1 5.0 11.0 20.0
66 1 7.628 13.628 20.0
67 1 5.0 13.628 22.628
68 1 7.628 11.0 22.628
69 1 5.0 11.0 25.0
70 1 7.628 13.628 25.0
71 1 5.0 13.628 27.628
72 1 7.628 11.0 27.628
73 1 5.0 11.0 30.0
74 1 7.628 13.628 30.0
75 1 5.0 13.628 32.628
76 1 7.628 11.0 32.628
77 1 5.0 11.0 35.0
78 1 7.628 13.628 35.0
79 1 5.0 13.628 37.628
80 1 7.628 11.0 37.628
81 1 5.0 11.0 40.0
82 1 7.628 13.628 40.0
83 1 5.0 13.628 42.628
84 1 7.628 11.0 42.628
85 1 5.0 11.0 45.0
86 1 7.628 13.628 45.0
87 1 5.0 13.628 47.628
88 1 7.628 11.0 47.628
89 1 5.0 11.0 50.0
90 1 7.628 13.628 50.0
91 1 5.0 13.628 52.628
92 1 7.628 11.0 52.628
93 1 5.0 11.0 55.0
94 1 7.628 13.628 55.0
95 1 5.0 13.628 57.628
96 1 7.628 11.0 57.628
97 1 5.0 16.0 20.0
98 1 7.628 18.628 20.0
99 1 5.0 18.628 22.628
100 1 7.628 16.0 22.628
101 1 5.0 16.0 25.0
102 1 7.628 18.628 25.0
103 1 5.0 18.628 27.628
104 1 7.628 16.0 27.628
105 1 5.0 16.0 30.0
106 1 7.628 18.628 30.0
107 1 5.0 18.628 32.628
108 1 7.628 16.0 32.628
109 1 5.0 16.0 35.0
110 1 7.628 18.628 35.0
111 1 5.0 18.628 37.628
112 1 7.628 16.0 37.628
113 1 5.0 16.0 40.0
114 1 7.628 18.628 40.0
115 1 5.0 18.628 42.628
